VAR,RESPONSE,MEANING
SC01,1,Nein (nicht an der Studie teilnehmen)
SC01,2,Ja
SC01,-9,Not answered
GE02,1,Ja ich spreche Deutsch auf muttersprachlichem Niveau.
GE02,2,Nein ich spreche Deutsch nicht auf muttersprachlichem Niveau.
GE02,-9,Not answered
RN01,1,female
RN01,2,male
RN01,3,person
FA02x07,51269,51269
FA02x07,12233,12233
FA02x07,15760,15760
FA02x07,3124,3124
FA02x07,30013,30013
FA02x07,5959,5959
FA02x07,27526,27526
FA02x07,9746,9746
FA02x07,3802,3802
FA02x07,766,766
FA02x07,36581,36581
FA02x07,52683,52683
FA02x07,85669,85669
FA02x07,67254,67254
FA02x07,53544,53544
FA02x07,49368,49368
FA02x07,56950,56950
FA02x07,78859,78859
FA02x07,32570,32570
FA02x07,31470,31470
FA02x07,25172,25172
FA02x07,51115,51115
FA02x07,78317,78317
FA02x07,62084,62084
FA02x07,81622,81622
FA02x07,46689,46689
FA02x07,74406,74406
FA02x07,37529,37529
FA02x07,26436,26436
FA02x07,57217,57217
FA02x07,59595,59595
FA02x07,55433,55433
FA02x07,11540,11540
FA02x07,74784,74784
FA02x07,50122,50122
FA02x07,41787,41787
FA02x07,28930,28930
FA02x07,19341,19341
FA02x07,48761,48761
FA02x07,78929,78929
FA02x07,76957,76957
FA02x07,37124,37124
FA02x07,7638,7638
FA02x07,45160,45160
FA02x07,46974,46974
FA02x07,41820,41820
FA02x07,37697,37697
FA02x07,6104,6104
FA02x07,70717,70717
FA02x07,38968,38968
FA02x07,22469,22469
FA02x07,59756,59756
FA02x07,33882,33882
FA02x07,23360,23360
FA02x07,54427,54427
FA02x07,85279,85279
FA02x07,32192,32192
FA02x07,11839,11839
FA02x07,2269,2269
FA02x07,73147,73147
FA02x07,23810,23810
FA02x07,31645,31645
FA02x07,48720,48720
FA02x07,85906,85906
FA02x07,16550,16550
FA02x07,73547,73547
FA02x07,33755,33755
FA02x07,44347,44347
FA02x08,55865,55865
FA02x08,48386,48386
FA02x08,80900,80900
FA02x08,49901,49901
FA02x08,77513,77513
FA02x08,35706,35706
FA02x08,14690,14690
FA02x08,36927,36927
FA02x08,13364,13364
FA02x08,50042,50042
FA02x08,80075,80075
FA02x08,26652,26652
FA02x08,64483,64483
FA02x08,8552,8552
FA02x08,46013,46013
FA02x08,13079,13079
FA02x08,34158,34158
FA02x08,59168,59168
FA02x08,57801,57801
FA02x08,55345,55345
FA02x08,85082,85082
FA02x08,38242,38242
FA02x08,74568,74568
FA02x08,65982,65982
FA02x08,47023,47023
FA02x08,70228,70228
FA02x08,24281,24281
FA02x08,69837,69837
FA02x08,1329,1329
FA02x08,9875,9875
FA02x08,38931,38931
FA02x08,68959,68959
FA02x08,11697,11697
FA02x08,43133,43133
FA02x08,41172,41172
FA02x08,31005,31005
FA02x08,51234,51234
FA02x08,52537,52537
FA02x08,38300,38300
FA02x08,846,846
FA02x08,24081,24081
FA02x08,63538,63538
FA02x08,10162,10162
FA02x08,82189,82189
FA02x08,82192,82192
FA02x08,21730,21730
FA02x08,28889,28889
FA02x08,80206,80206
FA02x08,79400,79400
FA02x08,83057,83057
FA02x08,40846,40846
FA02x08,61893,61893
FA02x08,45667,45667
FA02x08,54362,54362
FA02x08,58537,58537
FA02x08,83079,83079
FA02x08,57266,57266
FA02x08,37017,37017
FA02x08,1314,1314
FA02x08,40183,40183
FA02x08,85630,85630
FA02x08,83238,83238
FA02x08,22481,22481
FA02x08,51167,51167
FA02x08,67750,67750
FA02x08,23249,23249
FA02x08,63170,63170
FA02x08,68662,68662
FA02x08,48044,48044
FA02x08,16590,16590
FA02x08,44437,44437
FA02x08,74827,74827
FA02x08,50744,50744
FA02x08,79303,79303
FA02x08,41104,41104
FA02x08,22779,22779
FA02x08,65057,65057
FA02x08,28630,28630
FA02x08,39531,39531
FA02x08,41972,41972
FA02x08,36649,36649
FA02x08,10564,10564
FA02x08,76467,76467
FA02x08,9492,9492
FA02x08,18515,18515
FA02x08,17431,17431
FA02x08,40427,40427
FA02x08,20226,20226
FA02x08,48794,48794
FA02x08,3684,3684
FA02x08,19412,19412
FA02x08,41541,41541
FA02x08,84646,84646
FA02x08,61906,61906
FA02x08,2439,2439
FA02x08,54158,54158
FA02x08,60282,60282
FA02x08,75746,75746
FA02x08,24701,24701
FA02x08,45403,45403
FA02x08,6943,6943
FA02x08,15995,15995
FA02x08,66472,66472
FA02x08,35318,35318
FA02x08,17976,17976
FA02x08,60794,60794
FA02x08,82538,82538
FA02x08,85686,85686
FA02x08,66151,66151
FA02x08,84419,84419
FA02x08,53229,53229
FA02x08,56312,56312
FA02x08,37176,37176
FA02x08,74857,74857
FA02x08,2287,2287
FA02x08,82234,82234
FA02x08,33788,33788
FA02x08,84596,84596
FA02x08,29200,29200
FA02x08,61215,61215
FA02x08,75202,75202
FA02x08,8508,8508
FA02x08,57057,57057
FA02x08,35309,35309
FA02x08,65114,65114
FA02x08,17997,17997
FA02x08,66900,66900
FA02x08,59944,59944
FA02x08,43243,43243
FA02x08,77994,77994
FA02x08,40289,40289
FA02x08,28013,28013
FA02x08,27633,27633
FA02x08,30721,30721
FA02x08,45707,45707
FA02x08,12189,12189
FA02x08,76725,76725
FA02x08,39553,39553
FA02x08,80252,80252
FA02x08,16535,16535
FA02x08,53313,53313
FA02x08,56437,56437
FA02x08,81557,81557
FA02x08,3403,3403
FA02x08,65204,65204
FA02x08,32949,32949
FA02x08,37611,37611
FA02x08,54946,54946
FA02x08,6715,6715
FA02x08,53058,53058
FA02x08,16660,16660
FA02x08,85606,85606
FA02x08,38047,38047
FA02x08,24347,24347
FA02x08,47780,47780
FA02x08,67606,67606
FA02x08,11810,11810
FA02x08,4883,4883
FA02x08,4721,4721
FA02x08,83398,83398
FA02x08,15124,15124
FA02x08,26759,26759
FA02x08,33283,33283
FA02x08,83063,83063
FA02x08,71366,71366
FA02x08,48379,48379
FA02x08,6766,6766
FA02x08,77247,77247
FA02x08,41411,41411
FA02x08,26323,26323
FA02x08,30609,30609
FA02x08,48534,48534
FA02x08,38290,38290
FA02x08,42799,42799
FA02x08,81932,81932
FA02x08,32537,32537
FA02x08,73779,73779
FA02x08,42025,42025
FA02x08,48227,48227
FA02x08,52338,52338
FA02x08,16287,16287
FA02x08,2833,2833
FA02x08,1372,1372
FA02x08,20048,20048
FA02x08,75710,75710
FA02x08,48130,48130
FA02x08,73721,73721
FA02x08,6711,6711
FA02x08,45377,45377
FA02x08,10685,10685
FA02x08,27513,27513
FA02x08,46781,46781
FA02x08,32877,32877
FA02x08,28248,28248
FA02x08,40481,40481
FA02x08,73794,73794
FA02x08,36361,36361
FA02x08,6651,6651
FA02x08,47113,47113
FA02x08,65037,65037
FA02x08,28836,28836
FA02x08,31934,31934
FA02x08,43229,43229
FA02x08,11717,11717
FA02x08,68223,68223
FA02x08,40246,40246
FA02x08,78876,78876
FA02x08,21822,21822
FA02x08,26925,26925
FA02x08,69791,69791
FA02x08,4685,4685
FA02x08,57566,57566
FA02x08,23324,23324
FA02x08,32066,32066
FA02x08,30595,30595
FA02x08,31088,31088
FA02x08,75474,75474
FA02x08,49603,49603
FA02x08,6140,6140
FA02x08,70174,70174
FA02x08,1861,1861
FA02x08,19549,19549
FA02x08,63621,63621
FA02x08,41796,41796
FA02x08,58498,58498
FA02x08,44773,44773
FA02x08,42240,42240
FA02x08,74884,74884
FA02x08,34498,34498
FA02x08,58093,58093
FA02x08,42360,42360
FA02x08,52205,52205
FA02x08,74680,74680
FA02x08,77367,77367
FA02x08,8757,8757
FA02x08,29047,29047
FA02x08,21832,21832
FA02x08,53739,53739
FA02x08,4846,4846
FA02x08,56924,56924
FA02x08,14931,14931
FA02x08,41736,41736
FA02x08,27045,27045
FA02x08,28901,28901
FA02x08,30491,30491
FA02x08,32971,32971
FA02x08,20973,20973
FA02x08,78483,78483
FA02x08,9463,9463
FA02x08,78158,78158
FA02x08,59201,59201
FA02x08,69879,69879
FA02x08,30677,30677
FA02x08,83517,83517
FA02x08,82479,82479
FA02x08,66333,66333
FA02x08,54264,54264
FA02x08,14316,14316
FA02x08,18849,18849
FA02x08,37709,37709
FA02x08,44141,44141
FA02x08,31351,31351
FA02x08,1585,1585
FA02x08,64000,64000
FA02x08,13774,13774
FA02x08,49877,49877
FA02x08,70971,70971
FA02x08,51269,51269
FA02x08,12233,12233
FA02x08,15760,15760
FA02x08,3124,3124
FA02x08,30013,30013
FA02x08,5959,5959
FA02x08,27526,27526
FA02x08,9746,9746
FA02x08,3802,3802
FA02x08,766,766
FA02x08,36581,36581
FA02x08,52683,52683
FA02x08,85669,85669
FA02x08,67254,67254
FA02x08,53544,53544
FA02x08,49368,49368
FA02x08,56950,56950
FA02x08,78859,78859
FA02x08,32570,32570
FA02x08,31470,31470
FA02x08,25172,25172
FA02x08,51115,51115
FA02x08,78317,78317
FA02x08,62084,62084
FA02x08,81622,81622
FA02x08,46689,46689
FA02x08,74406,74406
FA02x08,37529,37529
FA02x08,26436,26436
FA02x08,57217,57217
FA02x08,59595,59595
FA02x08,55433,55433
FA02x08,11540,11540
FA02x08,74784,74784
FA02x08,50122,50122
FA02x08,41787,41787
FA02x08,28930,28930
FA02x08,19341,19341
FA02x08,48761,48761
FA02x08,78929,78929
FA02x08,76957,76957
FA02x08,37124,37124
FA02x08,7638,7638
FA02x08,45160,45160
FA02x08,46974,46974
FA02x08,41820,41820
FA02x08,37697,37697
FA02x08,6104,6104
FA02x08,70717,70717
FA02x08,38968,38968
FA02x08,22469,22469
FA02x08,59756,59756
FA02x08,33882,33882
FA02x08,23360,23360
FA02x08,54427,54427
FA02x08,85279,85279
FA02x08,32192,32192
FA02x08,11839,11839
FA02x08,2269,2269
FA02x08,73147,73147
FA02x08,23810,23810
FA02x08,31645,31645
FA02x08,48720,48720
FA02x08,85906,85906
FA02x08,16550,16550
FA02x08,73547,73547
FA02x08,33755,33755
FA02x08,44347,44347
FA02x09,55865,55865
FA02x09,48386,48386
FA02x09,80900,80900
FA02x09,49901,49901
FA02x09,77513,77513
FA02x09,35706,35706
FA02x09,14690,14690
FA02x09,36927,36927
FA02x09,13364,13364
FA02x09,50042,50042
FA02x09,80075,80075
FA02x09,26652,26652
FA02x09,64483,64483
FA02x09,8552,8552
FA02x09,46013,46013
FA02x09,13079,13079
FA02x09,34158,34158
FA02x09,59168,59168
FA02x09,57801,57801
FA02x09,55345,55345
FA02x09,85082,85082
FA02x09,38242,38242
FA02x09,74568,74568
FA02x09,65982,65982
FA02x09,47023,47023
FA02x09,70228,70228
FA02x09,24281,24281
FA02x09,69837,69837
FA02x09,1329,1329
FA02x09,9875,9875
FA02x09,38931,38931
FA02x09,68959,68959
FA02x09,11697,11697
FA02x09,43133,43133
FA02x09,41172,41172
FA02x09,31005,31005
FA02x09,51234,51234
FA02x09,52537,52537
FA02x09,38300,38300
FA02x09,846,846
FA02x09,24081,24081
FA02x09,63538,63538
FA02x09,10162,10162
FA02x09,82189,82189
FA02x09,82192,82192
FA02x09,21730,21730
FA02x09,28889,28889
FA02x09,80206,80206
FA02x09,79400,79400
FA02x09,83057,83057
FA02x09,40846,40846
FA02x09,61893,61893
FA02x09,45667,45667
FA02x09,54362,54362
FA02x09,58537,58537
FA02x09,83079,83079
FA02x09,57266,57266
FA02x09,37017,37017
FA02x09,1314,1314
FA02x09,40183,40183
FA02x09,85630,85630
FA02x09,83238,83238
FA02x09,22481,22481
FA02x09,51167,51167
FA02x09,67750,67750
FA02x09,23249,23249
FA02x09,63170,63170
FA02x09,68662,68662
FA02x09,48044,48044
FA02x09,16590,16590
FA02x09,44437,44437
FA02x09,74827,74827
FA02x09,50744,50744
FA02x09,79303,79303
FA02x09,41104,41104
FA02x09,22779,22779
FA02x09,65057,65057
FA02x09,28630,28630
FA02x09,39531,39531
FA02x09,41972,41972
FA02x09,36649,36649
FA02x09,10564,10564
FA02x09,76467,76467
FA02x09,9492,9492
FA02x09,18515,18515
FA02x09,17431,17431
FA02x09,40427,40427
FA02x09,20226,20226
FA02x09,48794,48794
FA02x09,3684,3684
FA02x09,19412,19412
FA02x09,41541,41541
FA02x09,84646,84646
FA02x09,61906,61906
FA02x09,2439,2439
FA02x09,54158,54158
FA02x09,60282,60282
FA02x09,75746,75746
FA02x09,24701,24701
FA02x09,45403,45403
FA02x09,6943,6943
FA02x09,15995,15995
FA02x09,66472,66472
FA02x09,35318,35318
FA02x09,17976,17976
FA02x09,60794,60794
FA02x09,82538,82538
FA02x09,85686,85686
FA02x09,66151,66151
FA02x09,84419,84419
FA02x09,53229,53229
FA02x09,56312,56312
FA02x09,37176,37176
FA02x09,74857,74857
FA02x09,2287,2287
FA02x09,82234,82234
FA02x09,33788,33788
FA02x09,84596,84596
FA02x09,29200,29200
FA02x09,61215,61215
FA02x09,75202,75202
FA02x09,8508,8508
FA02x09,57057,57057
FA02x09,35309,35309
FA02x09,65114,65114
FA02x09,17997,17997
FA02x09,66900,66900
FA02x09,59944,59944
FA02x09,43243,43243
FA02x09,77994,77994
FA02x09,40289,40289
FA02x09,28013,28013
FA02x09,27633,27633
FA02x09,30721,30721
FA02x09,45707,45707
FA02x09,12189,12189
FA02x09,76725,76725
FA02x09,39553,39553
FA02x09,80252,80252
FA02x09,16535,16535
FA02x09,53313,53313
FA02x09,56437,56437
FA02x09,81557,81557
FA02x09,3403,3403
FA02x09,65204,65204
FA02x09,32949,32949
FA02x09,37611,37611
FA02x09,54946,54946
FA02x09,6715,6715
FA02x09,53058,53058
FA02x09,16660,16660
FA02x09,85606,85606
FA02x09,38047,38047
FA02x09,24347,24347
FA02x09,47780,47780
FA02x09,67606,67606
FA02x09,11810,11810
FA02x09,4883,4883
FA02x09,4721,4721
FA02x09,83398,83398
FA02x09,15124,15124
FA02x09,26759,26759
FA02x09,33283,33283
FA02x09,83063,83063
FA02x09,71366,71366
FA02x09,48379,48379
FA02x09,6766,6766
FA02x09,77247,77247
FA02x09,41411,41411
FA02x09,26323,26323
FA02x09,30609,30609
FA02x09,48534,48534
FA02x09,38290,38290
FA02x09,42799,42799
FA02x09,81932,81932
FA02x09,32537,32537
FA02x09,73779,73779
FA02x09,42025,42025
FA02x09,48227,48227
FA02x09,52338,52338
FA02x09,16287,16287
FA02x09,2833,2833
FA02x09,1372,1372
FA02x09,20048,20048
FA02x09,75710,75710
FA02x09,48130,48130
FA02x09,73721,73721
FA02x09,6711,6711
FA02x09,45377,45377
FA02x09,10685,10685
FA02x09,27513,27513
FA02x09,46781,46781
FA02x09,32877,32877
FA02x09,28248,28248
FA02x09,40481,40481
FA02x09,73794,73794
FA02x09,36361,36361
FA02x09,6651,6651
FA02x09,47113,47113
FA02x09,65037,65037
FA02x09,28836,28836
FA02x09,31934,31934
FA02x09,43229,43229
FA02x09,11717,11717
FA02x09,68223,68223
FA02x09,40246,40246
FA02x09,78876,78876
FA02x09,21822,21822
FA02x09,26925,26925
FA02x09,69791,69791
FA02x09,4685,4685
FA02x09,57566,57566
FA02x09,23324,23324
FA02x09,32066,32066
FA02x09,30595,30595
FA02x09,31088,31088
FA02x09,75474,75474
FA02x09,49603,49603
FA02x09,6140,6140
FA02x09,70174,70174
FA02x09,1861,1861
FA02x09,19549,19549
FA02x09,63621,63621
FA02x09,41796,41796
FA02x09,58498,58498
FA02x09,44773,44773
FA02x09,42240,42240
FA02x09,74884,74884
FA02x09,34498,34498
FA02x09,58093,58093
FA02x09,42360,42360
FA02x09,52205,52205
FA02x09,74680,74680
FA02x09,77367,77367
FA02x09,8757,8757
FA02x09,29047,29047
FA02x09,21832,21832
FA02x09,53739,53739
FA02x09,4846,4846
FA02x09,56924,56924
FA02x09,14931,14931
FA02x09,41736,41736
FA02x09,27045,27045
FA02x09,28901,28901
FA02x09,30491,30491
FA02x09,32971,32971
FA02x09,20973,20973
FA02x09,78483,78483
FA02x09,9463,9463
FA02x09,78158,78158
FA02x09,59201,59201
FA02x09,69879,69879
FA02x09,30677,30677
FA02x09,83517,83517
FA02x09,82479,82479
FA02x09,66333,66333
FA02x09,54264,54264
FA02x09,14316,14316
FA02x09,18849,18849
FA02x09,37709,37709
FA02x09,44141,44141
FA02x09,31351,31351
FA02x09,1585,1585
FA02x09,64000,64000
FA02x09,13774,13774
FA02x09,49877,49877
FA02x09,70971,70971
FA02x09,51269,51269
FA02x09,12233,12233
FA02x09,15760,15760
FA02x09,3124,3124
FA02x09,30013,30013
FA02x09,5959,5959
FA02x09,27526,27526
FA02x09,9746,9746
FA02x09,3802,3802
FA02x09,766,766
FA02x09,36581,36581
FA02x09,52683,52683
FA02x09,85669,85669
FA02x09,67254,67254
FA02x09,53544,53544
FA02x09,49368,49368
FA02x09,56950,56950
FA02x09,78859,78859
FA02x09,32570,32570
FA02x09,31470,31470
FA02x09,25172,25172
FA02x09,51115,51115
FA02x09,78317,78317
FA02x09,62084,62084
FA02x09,81622,81622
FA02x09,46689,46689
FA02x09,74406,74406
FA02x09,37529,37529
FA02x09,26436,26436
FA02x09,57217,57217
FA02x09,59595,59595
FA02x09,55433,55433
FA02x09,11540,11540
FA02x09,74784,74784
FA02x09,50122,50122
FA02x09,41787,41787
FA02x09,28930,28930
FA02x09,19341,19341
FA02x09,48761,48761
FA02x09,78929,78929
FA02x09,76957,76957
FA02x09,37124,37124
FA02x09,7638,7638
FA02x09,45160,45160
FA02x09,46974,46974
FA02x09,41820,41820
FA02x09,37697,37697
FA02x09,6104,6104
FA02x09,70717,70717
FA02x09,38968,38968
FA02x09,22469,22469
FA02x09,59756,59756
FA02x09,33882,33882
FA02x09,23360,23360
FA02x09,54427,54427
FA02x09,85279,85279
FA02x09,32192,32192
FA02x09,11839,11839
FA02x09,2269,2269
FA02x09,73147,73147
FA02x09,23810,23810
FA02x09,31645,31645
FA02x09,48720,48720
FA02x09,85906,85906
FA02x09,16550,16550
FA02x09,73547,73547
FA02x09,33755,33755
FA02x09,44347,44347
FA02x10,55865,55865
FA02x10,48386,48386
FA02x10,80900,80900
FA02x10,49901,49901
FA02x10,77513,77513
FA02x10,35706,35706
FA02x10,14690,14690
FA02x10,36927,36927
FA02x10,13364,13364
FA02x10,50042,50042
FA02x10,80075,80075
FA02x10,26652,26652
FA02x10,64483,64483
FA02x10,8552,8552
FA02x10,46013,46013
FA02x10,13079,13079
FA02x10,34158,34158
FA02x10,59168,59168
FA02x10,57801,57801
FA02x10,55345,55345
FA02x10,85082,85082
FA02x10,38242,38242
FA02x10,74568,74568
FA02x10,65982,65982
FA02x10,47023,47023
FA02x10,70228,70228
FA02x10,24281,24281
FA02x10,69837,69837
FA02x10,1329,1329
FA02x10,9875,9875
FA02x10,38931,38931
FA02x10,68959,68959
FA02x10,11697,11697
FA02x10,43133,43133
FA02x10,41172,41172
FA02x10,31005,31005
FA02x10,51234,51234
FA02x10,52537,52537
FA02x10,38300,38300
FA02x10,846,846
FA02x10,24081,24081
FA02x10,63538,63538
FA02x10,10162,10162
FA02x10,82189,82189
FA02x10,82192,82192
FA02x10,21730,21730
FA02x10,28889,28889
FA02x10,80206,80206
FA02x10,79400,79400
FA02x10,83057,83057
FA02x10,40846,40846
FA02x10,61893,61893
FA02x10,45667,45667
FA02x10,54362,54362
FA02x10,58537,58537
FA02x10,83079,83079
FA02x10,57266,57266
FA02x10,37017,37017
FA02x10,1314,1314
FA02x10,40183,40183
FA02x10,85630,85630
FA02x10,83238,83238
FA02x10,22481,22481
FA02x10,51167,51167
FA02x10,67750,67750
FA02x10,23249,23249
FA02x10,63170,63170
FA02x10,68662,68662
FA02x10,48044,48044
FA02x10,16590,16590
FA02x10,44437,44437
FA02x10,74827,74827
FA02x10,50744,50744
FA02x10,79303,79303
FA02x10,41104,41104
FA02x10,22779,22779
FA02x10,65057,65057
FA02x10,28630,28630
FA02x10,39531,39531
FA02x10,41972,41972
FA02x10,36649,36649
FA02x10,10564,10564
FA02x10,76467,76467
FA02x10,9492,9492
FA02x10,18515,18515
FA02x10,17431,17431
FA02x10,40427,40427
FA02x10,20226,20226
FA02x10,48794,48794
FA02x10,3684,3684
FA02x10,19412,19412
FA02x10,41541,41541
FA02x10,84646,84646
FA02x10,61906,61906
FA02x10,2439,2439
FA02x10,54158,54158
FA02x10,60282,60282
FA02x10,75746,75746
FA02x10,24701,24701
FA02x10,45403,45403
FA02x10,6943,6943
FA02x10,15995,15995
FA02x10,66472,66472
FA02x10,35318,35318
FA02x10,17976,17976
FA02x10,60794,60794
FA02x10,82538,82538
FA02x10,85686,85686
FA02x10,66151,66151
FA02x10,84419,84419
FA02x10,53229,53229
FA02x10,56312,56312
FA02x10,37176,37176
FA02x10,74857,74857
FA02x10,2287,2287
FA02x10,82234,82234
FA02x10,33788,33788
FA02x10,84596,84596
FA02x10,29200,29200
FA02x10,61215,61215
FA02x10,75202,75202
FA02x10,8508,8508
FA02x10,57057,57057
FA02x10,35309,35309
FA02x10,65114,65114
FA02x10,17997,17997
FA02x10,66900,66900
FA02x10,59944,59944
FA02x10,43243,43243
FA02x10,77994,77994
FA02x10,40289,40289
FA02x10,28013,28013
FA02x10,27633,27633
FA02x10,30721,30721
FA02x10,45707,45707
FA02x10,12189,12189
FA02x10,76725,76725
FA02x10,39553,39553
FA02x10,80252,80252
FA02x10,16535,16535
FA02x10,53313,53313
FA02x10,56437,56437
FA02x10,81557,81557
FA02x10,3403,3403
FA02x10,65204,65204
FA02x10,32949,32949
FA02x10,37611,37611
FA02x10,54946,54946
FA02x10,6715,6715
FA02x10,53058,53058
FA02x10,16660,16660
FA02x10,85606,85606
FA02x10,38047,38047
FA02x10,24347,24347
FA02x10,47780,47780
FA02x10,67606,67606
FA02x10,11810,11810
FA02x10,4883,4883
FA02x10,4721,4721
FA02x10,83398,83398
FA02x10,15124,15124
FA02x10,26759,26759
FA02x10,33283,33283
FA02x10,83063,83063
FA02x10,71366,71366
FA02x10,48379,48379
FA02x10,6766,6766
FA02x10,77247,77247
FA02x10,41411,41411
FA02x10,26323,26323
FA02x10,30609,30609
FA02x10,48534,48534
FA02x10,38290,38290
FA02x10,42799,42799
FA02x10,81932,81932
FA02x10,32537,32537
FA02x10,73779,73779
FA02x10,42025,42025
FA02x10,48227,48227
FA02x10,52338,52338
FA02x10,16287,16287
FA02x10,2833,2833
FA02x10,1372,1372
FA02x10,20048,20048
FA02x10,75710,75710
FA02x10,48130,48130
FA02x10,73721,73721
FA02x10,6711,6711
FA02x10,45377,45377
FA02x10,10685,10685
FA02x10,27513,27513
FA02x10,46781,46781
FA02x10,32877,32877
FA02x10,28248,28248
FA02x10,40481,40481
FA02x10,73794,73794
FA02x10,36361,36361
FA02x10,6651,6651
FA02x10,47113,47113
FA02x10,65037,65037
FA02x10,28836,28836
FA02x10,31934,31934
FA02x10,43229,43229
FA02x10,11717,11717
FA02x10,68223,68223
FA02x10,40246,40246
FA02x10,78876,78876
FA02x10,21822,21822
FA02x10,26925,26925
FA02x10,69791,69791
FA02x10,4685,4685
FA02x10,57566,57566
FA02x10,23324,23324
FA02x10,32066,32066
FA02x10,30595,30595
FA02x10,31088,31088
FA02x10,75474,75474
FA02x10,49603,49603
FA02x10,6140,6140
FA02x10,70174,70174
FA02x10,1861,1861
FA02x10,19549,19549
FA02x10,63621,63621
FA02x10,41796,41796
FA02x10,58498,58498
FA02x10,44773,44773
FA02x10,42240,42240
FA02x10,74884,74884
FA02x10,34498,34498
FA02x10,58093,58093
FA02x10,42360,42360
FA02x10,52205,52205
FA02x10,74680,74680
FA02x10,77367,77367
FA02x10,8757,8757
FA02x10,29047,29047
FA02x10,21832,21832
FA02x10,53739,53739
FA02x10,4846,4846
FA02x10,56924,56924
FA02x10,14931,14931
FA02x10,41736,41736
FA02x10,27045,27045
FA02x10,28901,28901
FA02x10,30491,30491
FA02x10,32971,32971
FA02x10,20973,20973
FA02x10,78483,78483
FA02x10,9463,9463
FA02x10,78158,78158
FA02x10,59201,59201
FA02x10,69879,69879
FA02x10,30677,30677
FA02x10,83517,83517
FA02x10,82479,82479
FA02x10,66333,66333
FA02x10,54264,54264
FA02x10,14316,14316
FA02x10,18849,18849
FA02x10,37709,37709
FA02x10,44141,44141
FA02x10,31351,31351
FA02x10,1585,1585
FA02x10,64000,64000
FA02x10,13774,13774
FA02x10,49877,49877
FA02x10,70971,70971
FA02x10,51269,51269
FA02x10,12233,12233
FA02x10,15760,15760
FA02x10,3124,3124
FA02x10,30013,30013
FA02x10,5959,5959
FA02x10,27526,27526
FA02x10,9746,9746
FA02x10,3802,3802
FA02x10,766,766
FA02x10,36581,36581
FA02x10,52683,52683
FA02x10,85669,85669
FA02x10,67254,67254
FA02x10,53544,53544
FA02x10,49368,49368
FA02x10,56950,56950
FA02x10,78859,78859
FA02x10,32570,32570
FA02x10,31470,31470
FA02x10,25172,25172
FA02x10,51115,51115
FA02x10,78317,78317
FA02x10,62084,62084
FA02x10,81622,81622
FA02x10,46689,46689
FA02x10,74406,74406
FA02x10,37529,37529
FA02x10,26436,26436
FA02x10,57217,57217
FA02x10,59595,59595
FA02x10,55433,55433
FA02x10,11540,11540
FA02x10,74784,74784
FA02x10,50122,50122
FA02x10,41787,41787
FA02x10,28930,28930
FA02x10,19341,19341
FA02x10,48761,48761
FA02x10,78929,78929
FA02x10,76957,76957
FA02x10,37124,37124
FA02x10,7638,7638
FA02x10,45160,45160
FA02x10,46974,46974
FA02x10,41820,41820
FA02x10,37697,37697
FA02x10,6104,6104
FA02x10,70717,70717
FA02x10,38968,38968
FA02x10,22469,22469
FA02x10,59756,59756
FA02x10,33882,33882
FA02x10,23360,23360
FA02x10,54427,54427
FA02x10,85279,85279
FA02x10,32192,32192
FA02x10,11839,11839
FA02x10,2269,2269
FA02x10,73147,73147
FA02x10,23810,23810
FA02x10,31645,31645
FA02x10,48720,48720
FA02x10,85906,85906
FA02x10,16550,16550
FA02x10,73547,73547
FA02x10,33755,33755
FA02x10,44347,44347
FA02x11,55865,55865
FA02x11,48386,48386
FA02x11,80900,80900
FA02x11,49901,49901
FA02x11,77513,77513
FA02x11,35706,35706
FA02x11,14690,14690
FA02x11,36927,36927
FA02x11,13364,13364
FA02x11,50042,50042
FA02x11,80075,80075
FA02x11,26652,26652
FA02x11,64483,64483
FA02x11,8552,8552
FA02x11,46013,46013
FA02x11,13079,13079
FA02x11,34158,34158
FA02x11,59168,59168
FA02x11,57801,57801
FA02x11,55345,55345
FA02x11,85082,85082
FA02x11,38242,38242
FA02x11,74568,74568
FA02x11,65982,65982
FA02x11,47023,47023
FA02x11,70228,70228
FA02x11,24281,24281
FA02x11,69837,69837
FA02x11,1329,1329
FA02x11,9875,9875
FA02x11,38931,38931
FA02x11,68959,68959
FA02x11,11697,11697
FA02x11,43133,43133
FA02x11,41172,41172
FA02x11,31005,31005
FA02x11,51234,51234
FA02x11,52537,52537
FA02x11,38300,38300
FA02x11,846,846
FA02x11,24081,24081
FA02x11,63538,63538
FA02x11,10162,10162
FA02x11,82189,82189
FA02x11,82192,82192
FA02x11,21730,21730
FA02x11,28889,28889
FA02x11,80206,80206
FA02x11,79400,79400
FA02x11,83057,83057
FA02x11,40846,40846
FA02x11,61893,61893
FA02x11,45667,45667
FA02x11,54362,54362
FA02x11,58537,58537
FA02x11,83079,83079
FA02x11,57266,57266
FA02x11,37017,37017
FA02x11,1314,1314
FA02x11,40183,40183
FA02x11,85630,85630
FA02x11,83238,83238
FA02x11,22481,22481
FA02x11,51167,51167
FA02x11,67750,67750
FA02x11,23249,23249
FA02x11,63170,63170
FA02x11,68662,68662
FA02x11,48044,48044
FA02x11,16590,16590
FA02x11,44437,44437
FA02x11,74827,74827
FA02x11,50744,50744
FA02x11,79303,79303
FA02x11,41104,41104
FA02x11,22779,22779
FA02x11,65057,65057
FA02x11,28630,28630
FA02x11,39531,39531
FA02x11,41972,41972
