VAR,RESPONSE,MEANING
SC01,1,Nein (nicht an der Studie teilnehmen)
SC01,2,Ja
SC01,-9,Not answered
GE02,1,Ja ich spreche Deutsch auf muttersprachlichem Niveau.
GE02,2,Nein ich spreche Deutsch nicht auf muttersprachlichem Niveau.
GE02,-9,Not answered
RN01,1,female
RN01,2,male
RN01,3,person
FA02x04,61215,61215
FA02x04,75202,75202
FA02x04,8508,8508
FA02x04,57057,57057
FA02x04,35309,35309
FA02x04,65114,65114
FA02x04,17997,17997
FA02x04,66900,66900
FA02x04,59944,59944
FA02x04,43243,43243
FA02x04,77994,77994
FA02x04,40289,40289
FA02x04,28013,28013
FA02x04,27633,27633
FA02x04,30721,30721
FA02x04,45707,45707
FA02x04,12189,12189
FA02x04,76725,76725
FA02x04,39553,39553
FA02x04,80252,80252
FA02x04,16535,16535
FA02x04,53313,53313
FA02x04,56437,56437
FA02x04,81557,81557
FA02x04,3403,3403
FA02x04,65204,65204
FA02x04,32949,32949
FA02x04,37611,37611
FA02x04,54946,54946
FA02x04,6715,6715
FA02x04,53058,53058
FA02x04,16660,16660
FA02x04,85606,85606
FA02x04,38047,38047
FA02x04,24347,24347
FA02x04,47780,47780
FA02x04,67606,67606
FA02x04,11810,11810
FA02x04,4883,4883
FA02x04,4721,4721
FA02x04,83398,83398
FA02x04,15124,15124
FA02x04,26759,26759
FA02x04,33283,33283
FA02x04,83063,83063
FA02x04,71366,71366
FA02x04,48379,48379
FA02x04,6766,6766
FA02x04,77247,77247
FA02x04,41411,41411
FA02x04,26323,26323
FA02x04,30609,30609
FA02x04,48534,48534
FA02x04,38290,38290
FA02x04,42799,42799
FA02x04,81932,81932
FA02x04,32537,32537
FA02x04,73779,73779
FA02x04,42025,42025
FA02x04,48227,48227
FA02x04,52338,52338
FA02x04,16287,16287
FA02x04,2833,2833
FA02x04,1372,1372
FA02x04,20048,20048
FA02x04,75710,75710
FA02x04,48130,48130
FA02x04,73721,73721
FA02x04,6711,6711
FA02x04,45377,45377
FA02x04,10685,10685
FA02x04,27513,27513
FA02x04,46781,46781
FA02x04,32877,32877
FA02x04,28248,28248
FA02x04,40481,40481
FA02x04,73794,73794
FA02x04,36361,36361
FA02x04,6651,6651
FA02x04,47113,47113
FA02x04,65037,65037
FA02x04,28836,28836
FA02x04,31934,31934
FA02x04,43229,43229
FA02x04,11717,11717
FA02x04,68223,68223
FA02x04,40246,40246
FA02x04,78876,78876
FA02x04,21822,21822
FA02x04,26925,26925
FA02x04,69791,69791
FA02x04,4685,4685
FA02x04,57566,57566
FA02x04,23324,23324
FA02x04,32066,32066
FA02x04,30595,30595
FA02x04,31088,31088
FA02x04,75474,75474
FA02x04,49603,49603
FA02x04,6140,6140
FA02x04,70174,70174
FA02x04,1861,1861
FA02x04,19549,19549
FA02x04,63621,63621
FA02x04,41796,41796
FA02x04,58498,58498
FA02x04,44773,44773
FA02x04,42240,42240
FA02x04,74884,74884
FA02x04,34498,34498
FA02x04,58093,58093
FA02x04,42360,42360
FA02x04,52205,52205
FA02x04,74680,74680
FA02x04,77367,77367
FA02x04,8757,8757
FA02x04,29047,29047
FA02x04,21832,21832
FA02x04,53739,53739
FA02x04,4846,4846
FA02x04,56924,56924
FA02x04,14931,14931
FA02x04,41736,41736
FA02x04,27045,27045
FA02x04,28901,28901
FA02x04,30491,30491
FA02x04,32971,32971
FA02x04,20973,20973
FA02x04,78483,78483
FA02x04,9463,9463
FA02x04,78158,78158
FA02x04,59201,59201
FA02x04,69879,69879
FA02x04,30677,30677
FA02x04,83517,83517
FA02x04,82479,82479
FA02x04,66333,66333
FA02x04,54264,54264
FA02x04,14316,14316
FA02x04,18849,18849
FA02x04,37709,37709
FA02x04,44141,44141
FA02x04,31351,31351
FA02x04,1585,1585
FA02x04,64000,64000
FA02x04,13774,13774
FA02x04,49877,49877
FA02x04,70971,70971
FA02x04,51269,51269
FA02x04,12233,12233
FA02x04,15760,15760
FA02x04,3124,3124
FA02x04,30013,30013
FA02x04,5959,5959
FA02x04,27526,27526
FA02x04,9746,9746
FA02x04,3802,3802
FA02x04,766,766
FA02x04,36581,36581
FA02x04,52683,52683
FA02x04,85669,85669
FA02x04,67254,67254
FA02x04,53544,53544
FA02x04,49368,49368
FA02x04,56950,56950
FA02x04,78859,78859
FA02x04,32570,32570
FA02x04,31470,31470
FA02x04,25172,25172
FA02x04,51115,51115
FA02x04,78317,78317
FA02x04,62084,62084
FA02x04,81622,81622
FA02x04,46689,46689
FA02x04,74406,74406
FA02x04,37529,37529
FA02x04,26436,26436
FA02x04,57217,57217
FA02x04,59595,59595
FA02x04,55433,55433
FA02x04,11540,11540
FA02x04,74784,74784
FA02x04,50122,50122
FA02x04,41787,41787
FA02x04,28930,28930
FA02x04,19341,19341
FA02x04,48761,48761
FA02x04,78929,78929
FA02x04,76957,76957
FA02x04,37124,37124
FA02x04,7638,7638
FA02x04,45160,45160
FA02x04,46974,46974
FA02x04,41820,41820
FA02x04,37697,37697
FA02x04,6104,6104
FA02x04,70717,70717
FA02x04,38968,38968
FA02x04,22469,22469
FA02x04,59756,59756
FA02x04,33882,33882
FA02x04,23360,23360
FA02x04,54427,54427
FA02x04,85279,85279
FA02x04,32192,32192
FA02x04,11839,11839
FA02x04,2269,2269
FA02x04,73147,73147
FA02x04,23810,23810
FA02x04,31645,31645
FA02x04,48720,48720
FA02x04,85906,85906
FA02x04,16550,16550
FA02x04,73547,73547
FA02x04,33755,33755
FA02x04,44347,44347
FA02x05,55865,55865
FA02x05,48386,48386
FA02x05,80900,80900
FA02x05,49901,49901
FA02x05,77513,77513
FA02x05,35706,35706
FA02x05,14690,14690
FA02x05,36927,36927
FA02x05,13364,13364
FA02x05,50042,50042
FA02x05,80075,80075
FA02x05,26652,26652
FA02x05,64483,64483
FA02x05,8552,8552
FA02x05,46013,46013
FA02x05,13079,13079
FA02x05,34158,34158
FA02x05,59168,59168
FA02x05,57801,57801
FA02x05,55345,55345
FA02x05,85082,85082
FA02x05,38242,38242
FA02x05,74568,74568
FA02x05,65982,65982
FA02x05,47023,47023
FA02x05,70228,70228
FA02x05,24281,24281
FA02x05,69837,69837
FA02x05,1329,1329
FA02x05,9875,9875
FA02x05,38931,38931
FA02x05,68959,68959
FA02x05,11697,11697
FA02x05,43133,43133
FA02x05,41172,41172
FA02x05,31005,31005
FA02x05,51234,51234
FA02x05,52537,52537
FA02x05,38300,38300
FA02x05,846,846
FA02x05,24081,24081
FA02x05,63538,63538
FA02x05,10162,10162
FA02x05,82189,82189
FA02x05,82192,82192
FA02x05,21730,21730
FA02x05,28889,28889
FA02x05,80206,80206
FA02x05,79400,79400
FA02x05,83057,83057
FA02x05,40846,40846
FA02x05,61893,61893
FA02x05,45667,45667
FA02x05,54362,54362
FA02x05,58537,58537
FA02x05,83079,83079
FA02x05,57266,57266
FA02x05,37017,37017
FA02x05,1314,1314
FA02x05,40183,40183
FA02x05,85630,85630
FA02x05,83238,83238
FA02x05,22481,22481
FA02x05,51167,51167
FA02x05,67750,67750
FA02x05,23249,23249
FA02x05,63170,63170
FA02x05,68662,68662
FA02x05,48044,48044
FA02x05,16590,16590
FA02x05,44437,44437
FA02x05,74827,74827
FA02x05,50744,50744
FA02x05,79303,79303
FA02x05,41104,41104
FA02x05,22779,22779
FA02x05,65057,65057
FA02x05,28630,28630
FA02x05,39531,39531
FA02x05,41972,41972
FA02x05,36649,36649
FA02x05,10564,10564
FA02x05,76467,76467
FA02x05,9492,9492
FA02x05,18515,18515
FA02x05,17431,17431
FA02x05,40427,40427
FA02x05,20226,20226
FA02x05,48794,48794
FA02x05,3684,3684
FA02x05,19412,19412
FA02x05,41541,41541
FA02x05,84646,84646
FA02x05,61906,61906
FA02x05,2439,2439
FA02x05,54158,54158
FA02x05,60282,60282
FA02x05,75746,75746
FA02x05,24701,24701
FA02x05,45403,45403
FA02x05,6943,6943
FA02x05,15995,15995
FA02x05,66472,66472
FA02x05,35318,35318
FA02x05,17976,17976
FA02x05,60794,60794
FA02x05,82538,82538
FA02x05,85686,85686
FA02x05,66151,66151
FA02x05,84419,84419
FA02x05,53229,53229
FA02x05,56312,56312
FA02x05,37176,37176
FA02x05,74857,74857
FA02x05,2287,2287
FA02x05,82234,82234
FA02x05,33788,33788
FA02x05,84596,84596
FA02x05,29200,29200
FA02x05,61215,61215
FA02x05,75202,75202
FA02x05,8508,8508
FA02x05,57057,57057
FA02x05,35309,35309
FA02x05,65114,65114
FA02x05,17997,17997
FA02x05,66900,66900
FA02x05,59944,59944
FA02x05,43243,43243
FA02x05,77994,77994
FA02x05,40289,40289
FA02x05,28013,28013
FA02x05,27633,27633
FA02x05,30721,30721
FA02x05,45707,45707
FA02x05,12189,12189
FA02x05,76725,76725
FA02x05,39553,39553
FA02x05,80252,80252
FA02x05,16535,16535
FA02x05,53313,53313
FA02x05,56437,56437
FA02x05,81557,81557
FA02x05,3403,3403
FA02x05,65204,65204
FA02x05,32949,32949
FA02x05,37611,37611
FA02x05,54946,54946
FA02x05,6715,6715
FA02x05,53058,53058
FA02x05,16660,16660
FA02x05,85606,85606
FA02x05,38047,38047
FA02x05,24347,24347
FA02x05,47780,47780
FA02x05,67606,67606
FA02x05,11810,11810
FA02x05,4883,4883
FA02x05,4721,4721
FA02x05,83398,83398
FA02x05,15124,15124
FA02x05,26759,26759
FA02x05,33283,33283
FA02x05,83063,83063
FA02x05,71366,71366
FA02x05,48379,48379
FA02x05,6766,6766
FA02x05,77247,77247
FA02x05,41411,41411
FA02x05,26323,26323
FA02x05,30609,30609
FA02x05,48534,48534
FA02x05,38290,38290
FA02x05,42799,42799
FA02x05,81932,81932
FA02x05,32537,32537
FA02x05,73779,73779
FA02x05,42025,42025
FA02x05,48227,48227
FA02x05,52338,52338
FA02x05,16287,16287
FA02x05,2833,2833
FA02x05,1372,1372
FA02x05,20048,20048
FA02x05,75710,75710
FA02x05,48130,48130
FA02x05,73721,73721
FA02x05,6711,6711
FA02x05,45377,45377
FA02x05,10685,10685
FA02x05,27513,27513
FA02x05,46781,46781
FA02x05,32877,32877
FA02x05,28248,28248
FA02x05,40481,40481
FA02x05,73794,73794
FA02x05,36361,36361
FA02x05,6651,6651
FA02x05,47113,47113
FA02x05,65037,65037
FA02x05,28836,28836
FA02x05,31934,31934
FA02x05,43229,43229
FA02x05,11717,11717
FA02x05,68223,68223
FA02x05,40246,40246
FA02x05,78876,78876
FA02x05,21822,21822
FA02x05,26925,26925
FA02x05,69791,69791
FA02x05,4685,4685
FA02x05,57566,57566
FA02x05,23324,23324
FA02x05,32066,32066
FA02x05,30595,30595
FA02x05,31088,31088
FA02x05,75474,75474
FA02x05,49603,49603
FA02x05,6140,6140
FA02x05,70174,70174
FA02x05,1861,1861
FA02x05,19549,19549
FA02x05,63621,63621
FA02x05,41796,41796
FA02x05,58498,58498
FA02x05,44773,44773
FA02x05,42240,42240
FA02x05,74884,74884
FA02x05,34498,34498
FA02x05,58093,58093
FA02x05,42360,42360
FA02x05,52205,52205
FA02x05,74680,74680
FA02x05,77367,77367
FA02x05,8757,8757
FA02x05,29047,29047
FA02x05,21832,21832
FA02x05,53739,53739
FA02x05,4846,4846
FA02x05,56924,56924
FA02x05,14931,14931
FA02x05,41736,41736
FA02x05,27045,27045
FA02x05,28901,28901
FA02x05,30491,30491
FA02x05,32971,32971
FA02x05,20973,20973
FA02x05,78483,78483
FA02x05,9463,9463
FA02x05,78158,78158
FA02x05,59201,59201
FA02x05,69879,69879
FA02x05,30677,30677
FA02x05,83517,83517
FA02x05,82479,82479
FA02x05,66333,66333
FA02x05,54264,54264
FA02x05,14316,14316
FA02x05,18849,18849
FA02x05,37709,37709
FA02x05,44141,44141
FA02x05,31351,31351
FA02x05,1585,1585
FA02x05,64000,64000
FA02x05,13774,13774
FA02x05,49877,49877
FA02x05,70971,70971
FA02x05,51269,51269
FA02x05,12233,12233
FA02x05,15760,15760
FA02x05,3124,3124
FA02x05,30013,30013
FA02x05,5959,5959
FA02x05,27526,27526
FA02x05,9746,9746
FA02x05,3802,3802
FA02x05,766,766
FA02x05,36581,36581
FA02x05,52683,52683
FA02x05,85669,85669
FA02x05,67254,67254
FA02x05,53544,53544
FA02x05,49368,49368
FA02x05,56950,56950
FA02x05,78859,78859
FA02x05,32570,32570
FA02x05,31470,31470
FA02x05,25172,25172
FA02x05,51115,51115
FA02x05,78317,78317
FA02x05,62084,62084
FA02x05,81622,81622
FA02x05,46689,46689
FA02x05,74406,74406
FA02x05,37529,37529
FA02x05,26436,26436
FA02x05,57217,57217
FA02x05,59595,59595
FA02x05,55433,55433
FA02x05,11540,11540
FA02x05,74784,74784
FA02x05,50122,50122
FA02x05,41787,41787
FA02x05,28930,28930
FA02x05,19341,19341
FA02x05,48761,48761
FA02x05,78929,78929
FA02x05,76957,76957
FA02x05,37124,37124
FA02x05,7638,7638
FA02x05,45160,45160
FA02x05,46974,46974
FA02x05,41820,41820
FA02x05,37697,37697
FA02x05,6104,6104
FA02x05,70717,70717
FA02x05,38968,38968
FA02x05,22469,22469
FA02x05,59756,59756
FA02x05,33882,33882
FA02x05,23360,23360
FA02x05,54427,54427
FA02x05,85279,85279
FA02x05,32192,32192
FA02x05,11839,11839
FA02x05,2269,2269
FA02x05,73147,73147
FA02x05,23810,23810
FA02x05,31645,31645
FA02x05,48720,48720
FA02x05,85906,85906
FA02x05,16550,16550
FA02x05,73547,73547
FA02x05,33755,33755
FA02x05,44347,44347
FA02x06,55865,55865
FA02x06,48386,48386
FA02x06,80900,80900
FA02x06,49901,49901
FA02x06,77513,77513
FA02x06,35706,35706
FA02x06,14690,14690
FA02x06,36927,36927
FA02x06,13364,13364
FA02x06,50042,50042
FA02x06,80075,80075
FA02x06,26652,26652
FA02x06,64483,64483
FA02x06,8552,8552
FA02x06,46013,46013
FA02x06,13079,13079
FA02x06,34158,34158
FA02x06,59168,59168
FA02x06,57801,57801
FA02x06,55345,55345
FA02x06,85082,85082
FA02x06,38242,38242
FA02x06,74568,74568
FA02x06,65982,65982
FA02x06,47023,47023
FA02x06,70228,70228
FA02x06,24281,24281
FA02x06,69837,69837
FA02x06,1329,1329
FA02x06,9875,9875
FA02x06,38931,38931
FA02x06,68959,68959
FA02x06,11697,11697
FA02x06,43133,43133
FA02x06,41172,41172
FA02x06,31005,31005
FA02x06,51234,51234
FA02x06,52537,52537
FA02x06,38300,38300
FA02x06,846,846
FA02x06,24081,24081
FA02x06,63538,63538
FA02x06,10162,10162
FA02x06,82189,82189
FA02x06,82192,82192
FA02x06,21730,21730
FA02x06,28889,28889
FA02x06,80206,80206
FA02x06,79400,79400
FA02x06,83057,83057
FA02x06,40846,40846
FA02x06,61893,61893
FA02x06,45667,45667
FA02x06,54362,54362
FA02x06,58537,58537
FA02x06,83079,83079
FA02x06,57266,57266
FA02x06,37017,37017
FA02x06,1314,1314
FA02x06,40183,40183
FA02x06,85630,85630
FA02x06,83238,83238
FA02x06,22481,22481
FA02x06,51167,51167
FA02x06,67750,67750
FA02x06,23249,23249
FA02x06,63170,63170
FA02x06,68662,68662
FA02x06,48044,48044
FA02x06,16590,16590
FA02x06,44437,44437
FA02x06,74827,74827
FA02x06,50744,50744
FA02x06,79303,79303
FA02x06,41104,41104
FA02x06,22779,22779
FA02x06,65057,65057
FA02x06,28630,28630
FA02x06,39531,39531
FA02x06,41972,41972
FA02x06,36649,36649
FA02x06,10564,10564
FA02x06,76467,76467
FA02x06,9492,9492
FA02x06,18515,18515
FA02x06,17431,17431
FA02x06,40427,40427
FA02x06,20226,20226
FA02x06,48794,48794
FA02x06,3684,3684
FA02x06,19412,19412
FA02x06,41541,41541
FA02x06,84646,84646
FA02x06,61906,61906
FA02x06,2439,2439
FA02x06,54158,54158
FA02x06,60282,60282
FA02x06,75746,75746
FA02x06,24701,24701
FA02x06,45403,45403
FA02x06,6943,6943
FA02x06,15995,15995
FA02x06,66472,66472
FA02x06,35318,35318
FA02x06,17976,17976
FA02x06,60794,60794
FA02x06,82538,82538
FA02x06,85686,85686
FA02x06,66151,66151
FA02x06,84419,84419
FA02x06,53229,53229
FA02x06,56312,56312
FA02x06,37176,37176
FA02x06,74857,74857
FA02x06,2287,2287
FA02x06,82234,82234
FA02x06,33788,33788
FA02x06,84596,84596
FA02x06,29200,29200
FA02x06,61215,61215
FA02x06,75202,75202
FA02x06,8508,8508
FA02x06,57057,57057
FA02x06,35309,35309
FA02x06,65114,65114
FA02x06,17997,17997
FA02x06,66900,66900
FA02x06,59944,59944
FA02x06,43243,43243
FA02x06,77994,77994
FA02x06,40289,40289
FA02x06,28013,28013
FA02x06,27633,27633
FA02x06,30721,30721
FA02x06,45707,45707
FA02x06,12189,12189
FA02x06,76725,76725
FA02x06,39553,39553
FA02x06,80252,80252
FA02x06,16535,16535
FA02x06,53313,53313
FA02x06,56437,56437
FA02x06,81557,81557
FA02x06,3403,3403
FA02x06,65204,65204
FA02x06,32949,32949
FA02x06,37611,37611
FA02x06,54946,54946
FA02x06,6715,6715
FA02x06,53058,53058
FA02x06,16660,16660
FA02x06,85606,85606
FA02x06,38047,38047
FA02x06,24347,24347
FA02x06,47780,47780
FA02x06,67606,67606
FA02x06,11810,11810
FA02x06,4883,4883
FA02x06,4721,4721
FA02x06,83398,83398
FA02x06,15124,15124
FA02x06,26759,26759
FA02x06,33283,33283
FA02x06,83063,83063
FA02x06,71366,71366
FA02x06,48379,48379
FA02x06,6766,6766
FA02x06,77247,77247
FA02x06,41411,41411
FA02x06,26323,26323
FA02x06,30609,30609
FA02x06,48534,48534
FA02x06,38290,38290
FA02x06,42799,42799
FA02x06,81932,81932
FA02x06,32537,32537
FA02x06,73779,73779
FA02x06,42025,42025
FA02x06,48227,48227
FA02x06,52338,52338
FA02x06,16287,16287
FA02x06,2833,2833
FA02x06,1372,1372
FA02x06,20048,20048
FA02x06,75710,75710
FA02x06,48130,48130
FA02x06,73721,73721
FA02x06,6711,6711
FA02x06,45377,45377
FA02x06,10685,10685
FA02x06,27513,27513
FA02x06,46781,46781
FA02x06,32877,32877
FA02x06,28248,28248
FA02x06,40481,40481
FA02x06,73794,73794
FA02x06,36361,36361
FA02x06,6651,6651
FA02x06,47113,47113
FA02x06,65037,65037
FA02x06,28836,28836
FA02x06,31934,31934
FA02x06,43229,43229
FA02x06,11717,11717
FA02x06,68223,68223
FA02x06,40246,40246
FA02x06,78876,78876
FA02x06,21822,21822
FA02x06,26925,26925
FA02x06,69791,69791
FA02x06,4685,4685
FA02x06,57566,57566
FA02x06,23324,23324
FA02x06,32066,32066
FA02x06,30595,30595
FA02x06,31088,31088
FA02x06,75474,75474
FA02x06,49603,49603
FA02x06,6140,6140
FA02x06,70174,70174
FA02x06,1861,1861
FA02x06,19549,19549
FA02x06,63621,63621
FA02x06,41796,41796
FA02x06,58498,58498
FA02x06,44773,44773
FA02x06,42240,42240
FA02x06,74884,74884
FA02x06,34498,34498
FA02x06,58093,58093
FA02x06,42360,42360
FA02x06,52205,52205
FA02x06,74680,74680
FA02x06,77367,77367
FA02x06,8757,8757
FA02x06,29047,29047
FA02x06,21832,21832
FA02x06,53739,53739
FA02x06,4846,4846
FA02x06,56924,56924
FA02x06,14931,14931
FA02x06,41736,41736
FA02x06,27045,27045
FA02x06,28901,28901
FA02x06,30491,30491
FA02x06,32971,32971
FA02x06,20973,20973
FA02x06,78483,78483
FA02x06,9463,9463
FA02x06,78158,78158
FA02x06,59201,59201
FA02x06,69879,69879
FA02x06,30677,30677
FA02x06,83517,83517
FA02x06,82479,82479
FA02x06,66333,66333
FA02x06,54264,54264
FA02x06,14316,14316
FA02x06,18849,18849
FA02x06,37709,37709
FA02x06,44141,44141
FA02x06,31351,31351
FA02x06,1585,1585
FA02x06,64000,64000
FA02x06,13774,13774
FA02x06,49877,49877
FA02x06,70971,70971
FA02x06,51269,51269
FA02x06,12233,12233
FA02x06,15760,15760
FA02x06,3124,3124
FA02x06,30013,30013
FA02x06,5959,5959
FA02x06,27526,27526
FA02x06,9746,9746
FA02x06,3802,3802
FA02x06,766,766
FA02x06,36581,36581
FA02x06,52683,52683
FA02x06,85669,85669
FA02x06,67254,67254
FA02x06,53544,53544
FA02x06,49368,49368
FA02x06,56950,56950
FA02x06,78859,78859
FA02x06,32570,32570
FA02x06,31470,31470
FA02x06,25172,25172
FA02x06,51115,51115
FA02x06,78317,78317
FA02x06,62084,62084
FA02x06,81622,81622
FA02x06,46689,46689
FA02x06,74406,74406
FA02x06,37529,37529
FA02x06,26436,26436
FA02x06,57217,57217
FA02x06,59595,59595
FA02x06,55433,55433
FA02x06,11540,11540
FA02x06,74784,74784
FA02x06,50122,50122
FA02x06,41787,41787
FA02x06,28930,28930
FA02x06,19341,19341
FA02x06,48761,48761
FA02x06,78929,78929
FA02x06,76957,76957
FA02x06,37124,37124
FA02x06,7638,7638
FA02x06,45160,45160
FA02x06,46974,46974
FA02x06,41820,41820
FA02x06,37697,37697
FA02x06,6104,6104
FA02x06,70717,70717
FA02x06,38968,38968
FA02x06,22469,22469
FA02x06,59756,59756
FA02x06,33882,33882
FA02x06,23360,23360
FA02x06,54427,54427
FA02x06,85279,85279
FA02x06,32192,32192
FA02x06,11839,11839
FA02x06,2269,2269
FA02x06,73147,73147
FA02x06,23810,23810
FA02x06,31645,31645
FA02x06,48720,48720
FA02x06,85906,85906
FA02x06,16550,16550
FA02x06,73547,73547
FA02x06,33755,33755
FA02x06,44347,44347
FA02x07,55865,55865
FA02x07,48386,48386
FA02x07,80900,80900
FA02x07,49901,49901
FA02x07,77513,77513
FA02x07,35706,35706
FA02x07,14690,14690
FA02x07,36927,36927
FA02x07,13364,13364
FA02x07,50042,50042
FA02x07,80075,80075
FA02x07,26652,26652
FA02x07,64483,64483
FA02x07,8552,8552
FA02x07,46013,46013
FA02x07,13079,13079
FA02x07,34158,34158
FA02x07,59168,59168
FA02x07,57801,57801
FA02x07,55345,55345
FA02x07,85082,85082
FA02x07,38242,38242
FA02x07,74568,74568
FA02x07,65982,65982
FA02x07,47023,47023
FA02x07,70228,70228
FA02x07,24281,24281
FA02x07,69837,69837
FA02x07,1329,1329
FA02x07,9875,9875
FA02x07,38931,38931
FA02x07,68959,68959
FA02x07,11697,11697
FA02x07,43133,43133
FA02x07,41172,41172
FA02x07,31005,31005
FA02x07,51234,51234
FA02x07,52537,52537
FA02x07,38300,38300
FA02x07,846,846
FA02x07,24081,24081
FA02x07,63538,63538
FA02x07,10162,10162
FA02x07,82189,82189
FA02x07,82192,82192
FA02x07,21730,21730
FA02x07,28889,28889
FA02x07,80206,80206
FA02x07,79400,79400
FA02x07,83057,83057
FA02x07,40846,40846
FA02x07,61893,61893
FA02x07,45667,45667
FA02x07,54362,54362
FA02x07,58537,58537
FA02x07,83079,83079
FA02x07,57266,57266
FA02x07,37017,37017
FA02x07,1314,1314
FA02x07,40183,40183
FA02x07,85630,85630
FA02x07,83238,83238
FA02x07,22481,22481
FA02x07,51167,51167
FA02x07,67750,67750
FA02x07,23249,23249
FA02x07,63170,63170
FA02x07,68662,68662
FA02x07,48044,48044
FA02x07,16590,16590
FA02x07,44437,44437
FA02x07,74827,74827
FA02x07,50744,50744
FA02x07,79303,79303
FA02x07,41104,41104
FA02x07,22779,22779
FA02x07,65057,65057
FA02x07,28630,28630
FA02x07,39531,39531
FA02x07,41972,41972
FA02x07,36649,36649
FA02x07,10564,10564
FA02x07,76467,76467
FA02x07,9492,9492
FA02x07,18515,18515
FA02x07,17431,17431
FA02x07,40427,40427
FA02x07,20226,20226
FA02x07,48794,48794
FA02x07,3684,3684
FA02x07,19412,19412
FA02x07,41541,41541
FA02x07,84646,84646
FA02x07,61906,61906
FA02x07,2439,2439
FA02x07,54158,54158
FA02x07,60282,60282
FA02x07,75746,75746
FA02x07,24701,24701
FA02x07,45403,45403
FA02x07,6943,6943
FA02x07,15995,15995
FA02x07,66472,66472
FA02x07,35318,35318
FA02x07,17976,17976
FA02x07,60794,60794
FA02x07,82538,82538
FA02x07,85686,85686
FA02x07,66151,66151
FA02x07,84419,84419
FA02x07,53229,53229
FA02x07,56312,56312
FA02x07,37176,37176
FA02x07,74857,74857
FA02x07,2287,2287
FA02x07,82234,82234
FA02x07,33788,33788
FA02x07,84596,84596
FA02x07,29200,29200
FA02x07,61215,61215
FA02x07,75202,75202
FA02x07,8508,8508
FA02x07,57057,57057
FA02x07,35309,35309
FA02x07,65114,65114
FA02x07,17997,17997
FA02x07,66900,66900
FA02x07,59944,59944
FA02x07,43243,43243
FA02x07,77994,77994
FA02x07,40289,40289
FA02x07,28013,28013
FA02x07,27633,27633
FA02x07,30721,30721
FA02x07,45707,45707
FA02x07,12189,12189
FA02x07,76725,76725
FA02x07,39553,39553
FA02x07,80252,80252
FA02x07,16535,16535
FA02x07,53313,53313
FA02x07,56437,56437
FA02x07,81557,81557
FA02x07,3403,3403
FA02x07,65204,65204
FA02x07,32949,32949
FA02x07,37611,37611
FA02x07,54946,54946
FA02x07,6715,6715
FA02x07,53058,53058
FA02x07,16660,16660
FA02x07,85606,85606
FA02x07,38047,38047
FA02x07,24347,24347
FA02x07,47780,47780
FA02x07,67606,67606
FA02x07,11810,11810
FA02x07,4883,4883
FA02x07,4721,4721
FA02x07,83398,83398
FA02x07,15124,15124
FA02x07,26759,26759
FA02x07,33283,33283
FA02x07,83063,83063
FA02x07,71366,71366
FA02x07,48379,48379
FA02x07,6766,6766
FA02x07,77247,77247
FA02x07,41411,41411
FA02x07,26323,26323
FA02x07,30609,30609
FA02x07,48534,48534
FA02x07,38290,38290
FA02x07,42799,42799
FA02x07,81932,81932
FA02x07,32537,32537
FA02x07,73779,73779
FA02x07,42025,42025
FA02x07,48227,48227
FA02x07,52338,52338
FA02x07,16287,16287
FA02x07,2833,2833
FA02x07,1372,1372
FA02x07,20048,20048
FA02x07,75710,75710
FA02x07,48130,48130
FA02x07,73721,73721
FA02x07,6711,6711
FA02x07,45377,45377
FA02x07,10685,10685
FA02x07,27513,27513
FA02x07,46781,46781
FA02x07,32877,32877
FA02x07,28248,28248
FA02x07,40481,40481
FA02x07,73794,73794
FA02x07,36361,36361
FA02x07,6651,6651
FA02x07,47113,47113
FA02x07,65037,65037
FA02x07,28836,28836
FA02x07,31934,31934
FA02x07,43229,43229
FA02x07,11717,11717
FA02x07,68223,68223
FA02x07,40246,40246
FA02x07,78876,78876
FA02x07,21822,21822
FA02x07,26925,26925
FA02x07,69791,69791
FA02x07,4685,4685
FA02x07,57566,57566
FA02x07,23324,23324
FA02x07,32066,32066
FA02x07,30595,30595
FA02x07,31088,31088
FA02x07,75474,75474
FA02x07,49603,49603
FA02x07,6140,6140
FA02x07,70174,70174
FA02x07,1861,1861
FA02x07,19549,19549
FA02x07,63621,63621
FA02x07,41796,41796
FA02x07,58498,58498
FA02x07,44773,44773
FA02x07,42240,42240
FA02x07,74884,74884
FA02x07,34498,34498
FA02x07,58093,58093
FA02x07,42360,42360
FA02x07,52205,52205
FA02x07,74680,74680
FA02x07,77367,77367
FA02x07,8757,8757
FA02x07,29047,29047
FA02x07,21832,21832
FA02x07,53739,53739
FA02x07,4846,4846
FA02x07,56924,56924
FA02x07,14931,14931
FA02x07,41736,41736
FA02x07,27045,27045
FA02x07,28901,28901
FA02x07,30491,30491
FA02x07,32971,32971
FA02x07,20973,20973
FA02x07,78483,78483
FA02x07,9463,9463
FA02x07,78158,78158
FA02x07,59201,59201
FA02x07,69879,69879
FA02x07,30677,30677
FA02x07,83517,83517
FA02x07,82479,82479
FA02x07,66333,66333
FA02x07,54264,54264
FA02x07,14316,14316
FA02x07,18849,18849
FA02x07,37709,37709
FA02x07,44141,44141
FA02x07,31351,31351
FA02x07,1585,1585
FA02x07,64000,64000
FA02x07,13774,13774
FA02x07,49877,49877
FA02x07,70971,70971
